,TRACKING,UPC,ITEM,QTY,单价,,fee,,,
,1Z933E6V0323371435,,ps4 call duty wwii 1tb,2,,10,,,,
,1ZW49460YN61823819,,xboxone forza horizon3,3,,1.5,,,,
,420197019405511898666866177595,,swith lego city,1,,0.5,,,,
,1ZW49460YN61823864,,xboxone forza horizon3,3,,1.5,,,,
,1Z9766AY0314134474,,ps4 disnety2 dics,3,,1.5,,,,
,,,xbxone disnety2 dics,3,,1.5,,,,
,1ZW49460YN61824372,,xboxone forza horizon3,3,,1.5,,,,
,1ZW49460YN61823837,,xboxone forza horizon3,3,,1.5,,,,
,420197019534610366117349055802,return new,philip sonicare,1,,,,,,
,420197019200190135711561564989,,swith lego city,2,,1,,,,
,1Z2FW1330350907860,amazon new,dell  i3567-5664,2,,,,,,
12/24,1ZW49460YN61823908,,xboxone forza horizon3,3,,1.5,,,,
,4201970192055901795908911569357773,,xboxone forza horizon3,3,,1.5,,,,
,4201970192055901795908918271224676,,xboxone forza horizon3,3,,1.5,,,,
,4201970192055901795908908680651118,,xboxone forza horizon3,3,,1.5,,,,
,4201970192055901795908918001653141,,xboxone forza horizon3,3,,1.5,,,,
,4201970192055901795908904918930956,,xboxone forza horizon3,3,,1.5,,,,
,1Z2929AE0321941802,amazon open,dell i5459-4020blk,1,,20,,,,
12/26,1ZA1479Y0300071891,amazon open,lenovo 110-151sk,1,,20,好了,,,
,1Z4E37X00305263312,,xboxone 1tb halo wars2,1,,5,,,,
,1Z2FX8990313403444,,xboxone 1tb halo wars2,1,,5,,,,
,1Z2FX8990313402936,,xboxone 1tb halo wars2,1,,5,,,,
,,,,,,,,,,
,,,,,,3781,,,,
,,,,,,7246.425,,,,
,,,,,,,,,,
,,,,,,11027.425,,,,
